dqdx,trklen,y
61659.7,35.8234,1
58743.6,98.4385,1
66034.2,49.2771,1
58245.5,39.2581,1
51329.2,374.91,1
51770.7,149.427,1
50614.7,449.976,1
51552.4,229.787,1
20998.4,97.4867,1
50029.7,127.46,1
51272.3,464.894,1
56032.9,107.193,1
52306.9,94.009,1
59079.1,48.126,1
48890.1,102.686,1
42119.2,28.0844,1
50245.3,84.1168,1
49701.2,172.937,1
53147.3,125.111,1
44067.3,173.229,1
51281.9,168.524,1
51219.7,83.9725,1
48676.3,31.571,1
48792.6,200.984,1
45974.1,100.228,1
48718.6,350.188,1
50240.9,189.688,1
54101.7,110.183,1
46382.6,104.275,1
52193.6,191.26,1
2898.76,113.339,1
51160.6,223.409,1
49480.6,187.28,1
46925.5,70.1902,1
52886.1,66.6016,1
49279.4,90.242,1
53442.2,134.235,1
48246.9,247.715,1
49999.1,295.627,1
52235.5,336.775,1
47176.6,93.1356,1
49235.3,73.3322,1
50750.1,540.339,1
53224.6,137.49,1
50067.4,86.9831,1
52733.9,106.067,1
53700.3,127.751,1
48365.8,140.012,1
49416.1,50.9283,1
48329.4,90.0906,1
51656.1,483.803,1
44386.8,128.902,1
42951.8,96.4847,1
59188.1,41.8206,1
57626,117.859,1
49535.1,177.509,1
50220.5,142.904,1
49973.7,325.691,1
48247.1,126.423,1
58681,99.845,1
47599.3,161.783,1
69604.2,31.3399,1
41688.9,53.3119,1
50886.8,397.08,1
50323.7,132.092,1
48016.9,98.961,1
51752.5,256.595,1
52023.9,86.7461,1
46407.1,62.4192,1
49175.5,56.2456,1
51708.1,128.793,1
48049.8,160.29,1
52463.6,186.826,1
49306.6,231.962,1
53800.3,63.9808,1
56764.6,129.725,1
51712.9,89.2104,1
54269.2,117.993,1
56329.5,73.3877,1
42395.1,83.8086,1
49886.7,382.947,1
51079,365.254,1
50776.3,162.044,1
41581.5,128.336,1
61625.8,54.3302,1
72494.2,57.2828,0
50826.8,246.63,1
5365.03,28.6466,1
52521,78.3278,1
52223.4,220.664,1
59513.3,80.9459,1
56418.2,87.8219,1
49232.6,155.023,1
54895.3,195.556,0
53141.8,140.04,1
48383.9,153.467,1
48705.7,88.5268,1
56130.5,93.8212,1
3839.18,116.273,1
49484.1,201.359,1
61434.8,95.1614,1
49701.3,135.892,1
49115.5,106.755,1
46971.8,110.612,1
48116,65.1614,1
10542.2,101.685,1
50794.4,332.236,1
48362.5,154.671,1
49514.6,249.813,1
52090.6,159.345,1
48575.5,107.031,1
63134.1,66.7309,1
48172.9,125.588,1
50898.2,178.869,1
50549.3,193.097,1
50777.5,180.737,1
55976.4,51.4725,1
49490.8,298.906,1
47972.2,71.3783,1
67627.5,38.883,1
47967.6,271.769,1
47810.6,176.851,1
53991,45.2444,1
53732.7,167.418,1
49113.2,310.982,1
3923.54,99.0634,1
52487.7,274.702,1
49049.1,200.906,1
48604.3,200.78,1
59036,32.2317,1
50870,43.3768,1
50442.8,501.265,1
48207.2,98.6928,1
55286.7,90.6509,1
52123.3,196.174,1
50362.9,83.6798,1
49433,250.311,1
48892.9,111.136,1
50884.4,75.8714,1
6124.83,95.3011,1
50222.9,187.831,1
49565.4,148.617,1
53603.8,149.49,1
47019,96.8418,1
49051.3,348.904,1
53193.4,176.111,1
48857.4,121.904,1
49187.6,98.8297,1
4961.32,137.959,1
46000.9,435.144,1
45296.3,94.825,1
2591.81,140.309,1
50137.5,199.735,1
51752.8,365.141,1
65130.5,92.5699,1
48888.8,241.246,1
12972.7,157.422,1
49303.5,325.646,1
50233.6,127.428,1
49367.1,249.014,1
48155.6,77.3955,1
50522.8,221.944,1
9752.97,37.7838,1
54308,178.771,1
50725.5,115.241,1
42048.9,271.975,1
46859.4,79.7389,1
51545.7,82.9732,1
61777.3,103.883,0
56358.3,165.135,1
53657.6,104.449,1
48238.4,78.2387,1
55771.7,31.9408,1
52441.1,119.201,1
48949.7,185.544,1
53873.1,82.8765,1
50456.6,233.056,1
48689.3,391.509,1
50283.7,292.787,1
49250.7,236.298,1
49886.9,117.89,1
55702.5,90.6509,1
50633,200.285,1
55129.8,155.411,1
48827.9,111.39,1
51181.8,168.833,1
48320.7,217.112,1
48195,132.184,1
52765.3,41.1432,1
48130.3,88.9864,1
49630.5,351.751,1
49075.9,125.131,1
51268,158.58,1
49965.8,156.381,1
48682,70.752,1
6919.14,70.3668,1
49336.3,126.099,1
50871.1,217.305,1
61769.9,63.8958,1
49035.2,159.785,1
49347.7,256.067,1
50361.4,689.72,1
9130.37,64.0799,1
52219.9,78.9149,1
54287.4,68.7596,1
54929.1,30.1251,1
48801.9,185.028,1
50843.5,128.184,1
65073.8,57.3744,1
58045.7,51.7678,1
48346.2,139.44,1
53742,163.018,1
51487.5,78.2333,1
64019.4,114.692,0
49042.2,166.34,1
48230,260.441,1
54997.5,92.9174,1
51657.5,137.423,1
4983.93,135.326,1
49496.2,43.104,1
50950.8,35.0625,1
50115.5,249.65,1
51303.8,610.311,1
52510.7,119.378,1
48288.6,250.72,1
54723.2,141.728,1
46941,105.867,1
5290,73.1916,1
56639.7,80.1992,1
49030.2,475.822,1
46778.7,102.556,1
50788.1,115.894,1
52414.4,156.249,1
68215.6,128.105,1
4195.47,107.302,1
53752.9,151.701,1
54932.7,35.4247,1
52377.5,82.3608,1
52856,56.6515,1
50784.1,13.9239,1
53886.2,75.6588,1
48057.5,90.8613,1
55758.2,87.736,1
50533.7,85.2751,1
48729.5,79.4376,1
51439.4,104.356,1
51107.9,375.917,1
50452.4,213.4,1
48212,251.752,1
49895.5,407.348,1
47775.5,108.502,1
50661,72.7824,1
52128.1,176.561,1
52006.6,256.846,1
49880.7,80.3705,1
46405.3,205.842,1
23387.2,42.2403,1
54148,73.6508,1
52251,210.389,1
53315.4,115.183,1
3866.66,134.427,1
65598.4,41.1135,1
50290.1,245.052,1
60728.7,59.5883,1
51563.6,250.68,1
50692,188.852,1
53092.1,86.3188,1
29785,117.163,1
51233.9,158.269,1
50912,153.329,1
52727.1,201.803,1
48403.6,178.142,1
49620.3,247.622,1
49245.1,163.815,1
49154.1,154.626,1
67163.5,28.8013,1
48916,219.189,1
52145.1,97.3782,1
48614.6,376.863,1
50151.9,49.0073,1
50746.2,103.19,1
58183.4,76.2238,1
48505.7,109.188,1
50573.8,320.693,1
50387.5,197.959,1
18607.7,18.9606,1
49180.7,275.563,1
54070.6,73.2504,1
67361.6,32.7697,1
9496.21,36.0015,1
51833.5,197.469,1
48547.1,235.545,1
3483.99,47.1085,1
49441.6,119.92,1
8956.06,59.6158,1
50246.7,122.326,1
55694.4,87.1251,1
49595.8,96.4754,1
58058.1,85.6729,1
44946.8,78.9661,1
49964.1,174.824,1
48798.1,21.9137,1
50816.2,118.933,1
48058.3,147.159,1
49261.5,75.3042,1
50658.4,248.933,1
49586.5,265.756,1
55832.7,101.086,1
50139.4,232.672,1
13207.1,70.1219,1
47144.8,157.984,1
47516,146.746,1
50437.6,151.269,1
49819,144.054,1
52846.8,103.418,1
50681.7,408.86,1
48661.6,64.4884,1
49274.2,211.422,1
53465.8,102.029,1
2302.94,71.6203,1
58529.1,59.4888,1
46696.4,42.2015,1
47624.1,85.4794,1
50145.8,145.938,1
3202.31,109.469,1
52267.7,164.645,1
49695.1,96.0381,1
50368.5,86.5964,1
46491.8,53.0597,1
48224.7,78.3454,1
53409.9,102.386,1
48697.1,437.999,1
49301.7,69.9172,1
50646.7,178.433,1
51130.1,221.018,1
51595.6,249.614,1
52534.2,116.206,1
50986.6,136.339,1
8031.36,61.1448,1
42473,88.1256,1
43998.8,23.6456,1
48247.1,185.106,1
56554.6,83.1137,1
46504.5,110.048,1
53036.1,195.175,1
55408.8,102.559,1
4023.09,41.0296,1
51822.3,94.347,1
48127.7,68.7211,1
60585.3,91.234,1
48178.6,84.9847,1
49131.5,207.597,1
57800.5,68.0469,1
52653.7,60.7405,1
51021,108.798,1
50888.7,195.083,1
47601.1,163.112,1
56572.3,93.138,1
51130.3,140.892,1
49333.4,238.01,1
48968.4,480.447,1
49305.3,280.471,1
59978.3,29.7138,1
26768.8,65.654,1
49086,171.496,1
47684.3,170.126,1
53309.7,132.979,1
49348.1,220.808,1
49966.7,69.9005,1
50114.8,447.471,1
49460.8,241.62,1
49895.2,258.203,1
48508.5,67.4318,1
48762.1,105.914,1
50813.7,369.584,1
56031.9,70.4083,1
52846.1,199.015,1
46833.7,62.1713,1
54772.4,57.4234,1
49245.9,115.155,1
49525.6,258.773,1
47311.2,231.99,1
51122.9,420.91,1
51339.7,235.069,1
58013.8,110.487,1
52612.8,131.612,1
47544.2,250.89,1
47729.6,831.571,1
48320.2,151.587,1
48933,110.347,1
50439.3,105.291,1
53046.2,208.435,1
50223.6,216.433,1
11713.2,54.3486,1
54988.3,134.603,1
49905,223.308,1
51634.4,135.091,1
51239,195.002,1
51468,135.461,1
48815.1,229.936,1
46319.4,110.861,1
51626,175.3,1
47507.6,149.622,1
48296.1,126.261,1
49480.7,538.639,1
57339.1,61.0685,1
51185,229.339,1
47130.8,98.9344,1
58361.8,102.162,1
49020.1,138.603,1
50191.3,278.63,1
56971.3,47.3208,1
54434,126.638,1
55320.8,65.396,1
53388.2,114.722,1
56048.2,37.4531,1
52516.2,101.293,1
49529,326.455,1
51638.3,63.436,1
45497.8,179.33,1
40042.5,122.614,1
48569.6,223.035,1
51292.6,112.077,1
44983.1,69.4444,1
48829.7,298.621,1
65429.4,38.9796,1
49851.8,238.334,1
58847.5,91.93,1
52229.2,193.37,1
