dqdx,trklen,y
50833.6,255.192,1
42930.8,94.182,1
48954,132.548,1
48448.6,188.48,1
39844.9,240.636,1
59415,46.9689,1
52280.2,98.0771,1
42255.9,128.441,1
51039.4,110.312,1
63742.6,33.7414,1
51439,125.259,1
50346.8,59.048,1
51994.4,397.313,1
54596.2,182.127,1
51199.5,211.141,1
49984.3,216.848,1
56841.9,138.864,1
46945.6,74.2373,1
53247,125.553,1
52055.6,78.5658,1
53991.9,110.97,1
58484.3,77.393,1
54832,56.0614,1
46498.4,129.008,1
52656.5,43.1408,1
51673.8,347.033,1
48508.9,197.111,1
57818.7,88.4315,1
50549.2,175.094,1
49205.5,150.969,1
48941.7,206.278,1
53544,105.072,1
49663.9,351.974,1
49528.7,125.975,1
41048.1,127.03,1
64165.7,63.1836,1
50379.5,86.3867,1
50977,293.328,1
52873.2,106.524,1
49841.8,184.531,1
54202.8,98.842,1
72600.8,22.9168,1
50745.4,263.009,1
55343.7,102.41,1
53374.9,68.3092,1
51121.3,121.691,1
47781,105.811,1
29079.6,67.6098,1
53545.8,128.718,1
8102.6,41.6049,0
47512.1,165.211,1
53902.9,32.61,1
43157,179.734,1
49462,279.678,1
48127.6,178.092,1
58199.2,129.637,1
52525.2,139.622,1
45604.4,184.164,1
51903.9,60.2153,1
64373.5,84.1011,1
50397.2,184.331,1
49331.7,68.2469,1
47165.3,112.304,1
50965.6,394.64,1
46972.1,28.3385,1
60477.4,50.6245,1
53455.3,102.891,1
6391.97,78.5268,1
50071.1,130.886,1
53073.3,81.0582,1
6596.13,151.937,1
51787.8,129.963,1
56463.2,80.8443,1
50608.7,66.5582,1
50537.2,71.166,1
49299.1,293.009,1
47297.8,213.295,1
48843.4,264.773,1
54477.5,48.3316,1
51955.2,136.454,1
58722.7,58.6473,1
54651.4,175.352,1
49265.4,324.046,1
51350.3,129.843,1
52996.8,116.651,1
40351.6,111.241,1
46482.2,176.898,1
51218.9,249.236,1
43679.5,50.5183,1
51283.6,251.431,1
54463.6,45.9515,1
47155.5,70.1428,1
41445.8,140.053,1
49339.2,170.137,1
51680.3,278.856,1
54460.3,135.959,1
53075.3,98.2767,1
47932,88.1377,1
46956.8,69.3941,1
53812.8,54.4525,1
43762,57.4425,1
46680.9,39.4616,1
54821.4,120.348,1
53110.3,111.979,1
62585.5,23.3936,1
48917.4,72.5054,1
50208.2,453.885,1
41210.5,221.609,1
11638.3,56.9402,1
41472.8,142.098,1
49383.1,552.266,1
57068.4,107.868,1
49259.2,425.087,1
49589.9,377.209,1
51625.3,119.82,1
49583.9,68.6006,1
49229.5,126.097,1
48515.9,502.112,1
51482.7,185.355,1
55991.9,75.9247,1
50324.6,131.775,1
45830.9,143.47,1
50997.7,211.752,1
47152.4,446.272,1
49772.8,371.948,1
49636.8,159.658,1
48810.7,101.646,1
55221.1,81.7408,1
55434,163.057,1
45911.8,36.2549,1
50005.7,70.4988,1
49289.3,382.937,1
55987.5,87.8041,1
55464.6,93.4828,1
51163.8,292.643,1
57532.1,55.3008,1
39611.2,75.0342,1
47149.6,132.714,1
49457.6,107.928,1
64934.7,27.0557,1
49173.8,103.124,1
49404.9,88.816,1
6116.11,86.491,1
59444.8,66.5158,1
54584.3,76.5141,1
50221.3,198.437,1
52113.9,121.286,1
50642.7,290.434,1
59611.3,58.6641,1
49965.8,212.026,1
47608.9,457.539,1
4015.74,46.106,1
48295.8,131,1
54413.3,62.5105,1
53750.8,130.411,1
28044.6,67.1532,1
48805.1,177.484,1
51707,41.9105,1
50459.1,149.031,1
51498.9,179.943,1
49047.6,73.6961,1
50554.1,211.954,1
50971.9,444.654,1
49428.2,403.983,1
11496.8,33.5656,1
50302.2,213.342,1
47640.4,167.776,1
48722.4,192.909,1
52593.4,72.5313,1
62503.9,54.6655,1
54521.5,47.4816,1
47539.9,452.757,1
47739.8,465.847,1
50331.2,163.274,1
48524.4,295.099,1
48663,137.534,1
51351.1,214.111,1
49450.5,406.467,1
49509.6,128.585,1
48046.4,124.489,1
51121.3,203.423,1
50900.2,697.345,1
50982.7,59.0243,1
50911.1,394.64,1
50545.5,149.87,1
26878.7,55.7805,1
50913.6,153.889,1
52592.7,61.6349,1
52431.7,165.331,1
3144.7,96.975,1
49303.5,90.9652,1
50077.3,185.13,1
45198.5,109.389,1
57550.3,38.6355,1
50930.7,204.437,1
50243.9,188.069,1
55042.7,168.514,1
5028.03,49.8688,1
50691,188.036,1
49563.9,154.916,1
54274.5,247.621,1
53975.2,124.335,1
57749.8,35.7657,1
66856,25.5299,1
48847.3,110.057,1
54657.7,86.1531,1
57461.4,87.7364,1
51980.8,70.4111,1
46229.3,68.4831,1
50764.9,259.262,1
50204.3,178.88,1
52757.9,82.2006,1
45931.8,31.5613,1
49884.9,101.055,1
54665.6,64.4209,1
51137.5,92.3317,1
51173.1,166.569,1
61871.2,86.4636,1
55344.5,158.486,1
50411,246.104,1
48739,155.648,1
54256.2,103.904,1
43140.9,175.771,1
45930.9,259.601,1
61649.4,83.5568,1
40892.7,76.9471,1
47220.8,73.2708,1
47372.6,128.632,1
56819.2,60.1278,1
47541.6,171.574,1
41979.8,52.9267,1
54857.8,78.9309,1
51854.2,160.586,1
56912.9,59.5446,1
7699.77,80.8837,1
50882.3,301.196,1
53796.8,90.6898,1
51325.9,106.366,1
55494.8,74.9373,1
50015.7,168.938,1
51791.2,63.2812,1
50550.8,223.038,1
53191.8,102.261,1
50180.9,350.331,1
47028,315.619,1
48963.4,358.02,1
53285.3,50.8405,1
49757.1,170.281,1
52805.6,103.717,1
51080,194.642,1
51923.7,68.2895,1
54152.7,149.32,1
46732.4,256.525,1
47387.3,122.51,1
53329.5,85.6024,1
53459.8,74.006,1
2983.49,95.8477,1
49559.7,450.528,1
55206.7,89.9211,1
55665.5,71.9572,1
50463.3,272.168,1
51533.9,100.3,1
4042.14,85.2698,1
57502,66.1432,1
51215.3,550.6,1
49108.5,196.847,1
51937.1,85.8144,1
51121.6,43.5258,1
64291.3,91.0923,1
61033.7,88.486,1
42826.5,46.7729,1
48947.1,88.411,1
49600.3,203.531,1
50463.6,153.987,1
60828.7,77.6559,1
48116,147.81,1
59736,103.576,1
50426.1,187.226,1
47724.8,165.883,1
50869.5,267.729,1
49671.4,357.321,1
53182.3,133.639,1
52772.5,184.546,1
47650.3,138.308,1
52605.9,292.023,1
52929.3,95.7254,1
49479.1,384.586,1
55564.8,85.3606,1
63117.4,62.9224,1
51920.2,134.939,1
51335.1,522.096,1
51836.6,102.293,1
57621.1,58.581,1
52228.5,143.024,1
65917,29.0723,1
49559.7,367.186,1
46627.2,30.9451,1
49983.4,250.142,1
53173.7,79.588,1
42122.7,309.368,1
56673.1,61.7298,1
46321.2,31.4326,1
3832.52,23.3558,1
49071.1,365.102,1
47863.7,58.8292,1
8983.08,40.3596,1
55850.7,79.3504,1
57504.8,88.7639,1
53586.9,83.221,1
48897.4,102.302,1
50709.1,100.813,1
31913.4,14.1899,1
55264,184.956,1
50795.8,51.1198,1
52570.2,251.692,1
50797,112.657,1
49861,132.493,1
53257.1,266.788,1
43075.3,105.221,1
55056.6,81.1954,1
49412.7,203.431,1
50302.9,75.0769,1
47400.5,81.1213,1
49735.4,189.205,1
51428.5,51.7594,1
58615.6,90.2585,1
49997.9,257.263,1
49880,346.232,1
50257.5,120.165,1
49726.6,127.065,1
51662.6,107.604,1
51729.2,239.701,1
49877.5,225.982,1
53824.5,86.8307,1
40347.3,147.43,1
48820.4,131.845,1
47132.1,72.109,1
49301.9,188.158,1
5324.98,34.1384,1
48530,161.148,1
4182.57,40.9967,1
50609.4,196.747,1
60845.5,53.1831,1
50968.8,388.257,1
53198.9,113.744,1
55586.1,141.808,1
5749.06,194.193,1
51069.8,49.5521,1
50637.9,636.211,1
51419.8,259.36,1
50898.1,175.304,1
50782.6,167.836,1
52536.4,84.4383,1
55444.2,34.3376,1
49525.6,71.0623,1
50195.9,88.7653,1
52352.3,106.079,1
63286.3,47.6318,0
52565.1,103.472,1
49084.8,141.642,1
49524,275.647,1
49195.6,398.801,1
51748.5,157.064,1
47217,93.2517,1
53433.1,181.884,1
56808.2,66.0077,1
4774.39,84.6076,1
49544,314.682,1
49089.8,165.446,1
56660.4,107.789,1
50898,240.617,1
60037.4,39.2754,1
48313.9,165.433,1
60472.9,59.8105,1
50165.6,139.03,1
7897.49,135.261,1
34604.8,141.008,1
48295.5,167.233,1
48629.2,308.842,1
53349.5,114.398,1
54345.1,214.188,1
50998.8,39.1832,1
51919.9,174.635,1
49343.8,384.172,1
53089.8,201.228,1
5858.64,101.21,1
50765.7,161.869,1
63799.1,38.6084,1
50508.8,207.83,1
55800.2,86.0848,1
63975.4,58.5198,1
50182.8,75.6796,1
50393.3,45.2033,1
52346.2,99.6866,1
54581.9,83.2242,1
53824.4,107.803,1
48272.1,116.779,1
51526.9,161.393,1
50470.7,212.688,1
77701.5,13.2373,0
59112.4,82.8915,1
53154.6,79.4542,1
51412.4,75.8275,1
45090.4,49.1727,1
49934.6,199.878,1
45576.3,492.777,1
51317.4,43.8241,1
47695.2,102.519,1
53841.4,144.223,1
55010.4,73.3483,1
49117.4,202.966,1
50821.6,174.216,1
47959.6,138.186,1
48413.9,118.891,1
45235.1,167.484,1
48047.5,235.639,1
50751.3,118.94,1
57436.1,90.8497,1
51356.8,124.197,1
51142.3,159.096,1
51702.6,81.9824,1
53822,128.016,1
49850.1,57.109,1
57920.9,67.6509,1
49905.4,79.4807,1
48541.1,303.304,1
52711.2,91.4095,1
50705.8,372.642,1
48754.7,155.75,1
46474.5,36.8617,1
6612.43,105.86,1
56129.5,110.588,1
48899.9,314.103,1
50312.9,121.523,1
57688.4,75.8435,1
49892.2,159.234,1
50195.3,133.364,1
49431.2,234.678,1
6482.64,104.989,1
5184.83,90.9961,1
51941.2,185.031,1
61230.5,57.9633,1
54257.7,106.752,1
48040.8,104.825,1
59724.6,43.0093,1
74522.7,45.1311,1
51209.3,185.349,1
53364.6,215.303,1
50866.6,357.829,1
49643.9,352.865,1
49380.8,299.728,1
48455.6,251.471,1
53655.7,92.1203,1
9011.64,42.909,1
51867.8,122.132,1
51810.2,210.388,1
40543.8,182.557,1
50837.7,145.6,1
50654.4,211.528,1
48717.6,275.938,1
5411.17,64.4469,1
48115.8,179.72,1
45186,32.1919,1
44366.6,92.2579,1
51381.4,83.0952,1
47194.2,91.9212,1
50280.1,380.101,1
63887.8,91.0539,1
49898.8,66.6427,1
5892.94,112.784,1
51259.8,189.818,1
49425.6,362.151,1
50157.1,257.792,1
58328.7,66.5527,1
69859.2,19.9614,1
50778.8,262.819,1
49659.6,141.422,1
50566.5,138.643,1
50395,618.637,1
52322.5,123.231,1
57979.4,59.0493,1
60666.4,39.7472,1
54116.5,282.765,1
49382.8,99.0305,1
54137.6,81.2687,1
51959.3,146.065,1
49734.3,89.6129,1
7027.77,78.8369,1
50287.5,26.8341,1
51555.2,153.894,1
50473.8,256.158,1
51269.4,116.455,1
51783.4,277.708,1
62089,70.5969,1
47642.3,162.922,1
62594,65.7614,1
60035.6,69.1475,1
52528.9,121.314,1
53462.9,97.7266,1
49224.4,294.77,1
49507.4,177.731,1
57542.9,90.8329,1
48541.4,158.684,1
51493.5,39.2479,1
50902.2,152.215,1
54122.4,217.738,1
47999.6,98.2979,1
62193.7,62.7568,1
48244.3,42.9321,1
48987.3,267.68,1
51228.2,328.849,1
59990.7,78.7552,1
50904,92.9244,1
48141.4,168.232,1
50430.6,129.273,1
52079.9,173.152,1
48734,242.162,1
52127.9,112.46,1
2187.4,52.0923,1
59068.7,97.9034,1
66313.8,56.7639,1
39869.1,55.5447,1
51754.2,101.415,1
49270.8,443.85,1
54646.2,61.9101,1
50675.5,376.086,1
58123.5,113.702,1
18210,102.082,1
48855.9,205.496,1
49383.4,192.14,1
49127.9,252.394,1
45848.2,97.3593,1
47581.9,60.6493,1
56998.7,100.333,1
51535.6,152.837,1
48962.8,501.304,1
49374.4,109.468,1
52462.7,376.894,1
51219,381.792,1
47365.9,164.135,1
55065.6,95.907,1
49751.9,97.4494,1
50584.2,178.504,1
40865.4,62.3546,1
51703.4,178.745,1
48879.5,195.766,1
51564.1,79.1853,1
48995.9,279.677,1
5113.05,69.7064,1
46255.3,192.203,1
52227.2,215.008,1
48977,150.918,1
49459.4,197.794,1
51415.6,65.9704,1
48085.2,113.057,1
45648,22.6131,1
51684.5,131.664,1
57139.6,30.6012,1
50094.2,386.123,1
50649.8,600.508,1
8234.85,79.4189,1
51081.1,79.7589,1
47952.8,95.5277,1
51850.9,87.6194,1
52749.8,247.105,1
49366.4,178.394,1
49600,171.265,1
52798.8,80.5831,1
64109.7,43.0436,1
48975.9,346.495,1
53595.7,107.13,1
53769.1,34.607,1
62586.1,58.0412,1
51976.3,235.17,1
51097.4,123.733,1
51152.4,395.617,1
40673.9,157.212,1
51439.8,115.766,1
48540.9,117.366,1
49398.2,128.647,1
51048.3,185.87,1
46776.6,77.7907,1
51604.1,106.411,1
49049.3,367.267,1
50490.8,73.5278,1
43836.8,44.1017,1
48124.6,284.736,1
48483.8,115.777,1
53101.5,263.352,1
60232.1,113.154,1
52784,27.6197,1
49121.7,286.688,1
51472.5,70.0389,1
57536.3,36.3375,1
51090.4,237.449,1
49728.6,203.932,1
15447.2,182.186,1
53571.9,154.388,1
48625.9,268.572,1
61253.6,61.3002,1
57285.6,66.0527,1
52110.9,261.896,1
6882.18,30.9008,1
51406.4,209.571,1
48085.4,419.43,1
47146.4,63.7658,1
49593.2,295.002,1
49712.9,411.524,1
56494.6,30.8705,1
57128.9,103.627,1
59232.8,86.0135,1
48126.2,66.3109,1
50623.4,120.397,1
44902,50.7394,1
65543.7,27.3725,1
55277.1,40.7863,1
51367.4,181.966,1
47847.6,189.252,1
53110.6,79.275,1
56647.3,106.515,1
48516.1,238.661,1
49681.5,281.694,1
50688.4,139.497,1
52568.1,84.9262,1
53484.8,212.01,1
51474.7,66.1023,1
52055.7,248.344,1
49708.8,231.6,1
48325.8,183.131,1
50448.1,66.9965,1
51471.2,187.521,1
48041.3,88.7253,1
49421.1,44.7129,1
51695.7,93.6313,1
48443.4,146.516,1
50216.5,109.717,1
60124.7,26.7457,1
46870.7,8.86769,1
49950.4,273.008,1
50795.4,177.082,1
50827,375.237,1
51839.3,92.4948,1
56189,140.348,1
57910.7,121.186,1
51218.1,54.8598,1
57142.8,63.2822,1
51804.3,120.171,1
50116.9,115.792,1
43941.2,128.677,1
50730.1,392.322,1
51199.5,137.84,1
62772.8,100.907,1
50637.1,356.835,1
51432.5,214.052,1
51470.3,174.246,1
41056.4,263.941,1
46779.3,30.3594,1
49123.8,297.112,1
52992.4,55.7331,1
58080.5,71.3091,1
20090.5,109.699,1
58527.4,51.8202,1
47374.3,492.148,1
47791.4,134.767,1
49384,408.81,1
48677.9,104.977,1
51391.5,55.3468,1
61705.1,47.6465,1
47885.2,106.573,1
47818.7,34.1588,1
58396.9,89.4909,1
49977.2,316.548,1
36697.5,117.716,1
41756.3,153.309,1
49435.1,135.191,1
51516.1,161.489,1
46802,212.498,1
21449,74.568,1
47974.5,145.218,1
56284.3,32.185,1
25798.8,38.5886,1
47606.5,299.669,1
46945.5,242.555,1
57218,68.9165,1
47897.5,163.744,1
50358.9,512.188,1
48008.3,79.7859,1
52100.2,102.198,1
5277.81,100.803,1
26826.5,88.8693,1
22150.6,183.218,1
50844.7,152.895,1
16112.4,78.2908,1
48778.9,290.81,1
49914.8,428.37,1
7718.49,54.3353,1
41898.2,81.7363,1
47595.3,162.999,1
47929.9,133.323,1
41255.3,103.82,1
49039.9,203.172,1
52879.3,217.787,1
46371.6,112.911,1
47289.1,106.687,1
42743.8,189.272,1
52309.5,122.042,1
5122.22,128.706,1
54879,107.072,1
49758,44.2476,1
48023.5,126.033,1
49903.9,156.381,1
48459.1,390.379,1
50584.4,166.467,1
55155.3,184.926,1
43392.3,102.789,1
54376.9,129.767,1
43340.1,157.564,1
48891.6,473.816,1
48172.8,177.993,1
4026.66,121.511,1
48915.3,392.558,1
52280.5,185.073,1
51337,148.573,1
52463.5,214.868,1
51286,163.918,1
58108.5,51.2229,1
53137.8,68.7713,1
49581.5,144.183,1
50777.9,276.185,1
50226.8,152.688,1
49227.6,348.131,1
50217.4,54.9459,1
47748.6,190.546,1
51988.8,89.6124,1
48334.4,168.053,1
53612.3,160.814,1
49920,99.7479,1
50090.9,173.093,1
48896.1,460.778,1
51130.9,178.717,1
47965.1,453.39,1
40359.2,68.0666,1
54992.5,76.219,1
50753.4,84.1382,1
26690.8,11.3626,1
6965.16,63.4554,1
49764.2,204.906,1
47958,143.286,1
51183.4,195.714,1
51802.7,487.045,1
50228,145.815,1
54456.8,111.453,1
52294.6,165.67,1
50547.8,201.72,1
49322.1,148.702,1
52293.4,116.008,1
49315.4,647.37,1
47902.4,80.8603,1
43051.6,63.7836,1
54676.9,66.4751,1
50533.7,233.447,1
49558.1,215.782,1
3985.64,106.319,1
50102,119.66,1
53905.2,113.369,1
52742.8,40.2453,1
48075.8,149.855,1
69313.6,34.4641,1
51725.4,203.247,1
47726.1,126.317,1
49088.2,256.224,1
55719.8,85.1566,1
48951.9,39.2909,1
52391.7,66.1113,1
48699.5,328.562,1
48699.5,64.4884,1
48682.2,201.826,1
51289.8,186.318,1
51578.6,267.694,1
50142.7,187.114,1
59868.4,34.1554,1
56077.7,66.956,1
42325,86.0018,1
46070.6,64.4462,1
50810.5,94.7606,1
68580.1,48.7541,0
50840.4,155.593,1
4257.47,80.4436,1
49669.1,99.0809,1
54001.7,48.5096,1
66511.9,30.2064,1
64150.1,28.2129,1
48653.6,65.7181,1
49588.7,468.929,1
47073.8,261.76,1
50255.3,35.5738,1
50467,221.211,1
47704,93.6675,1
47552.5,75.767,1
52979.4,51.8599,1
10439.2,129.534,1
48234.1,146.37,1
50755.8,172.463,1
58627.3,56.1549,1
43416,396.852,1
42746.8,25.4275,1
56821.8,108.652,1
54613.5,98.837,1
59414,84.0287,1
49731.1,91.1657,1
50272.2,232.743,1
52724.4,792.82,1
52432.2,104.954,1
53970.6,190.002,1
51094.5,102.105,1
63194.6,32.3762,1
51838.3,69.5445,1
48741.7,369.963,1
47469.7,81.7198,1
58647.5,78.4141,1
48343.6,202.466,1
47774.7,112.393,1
52201,350.15,1
52118.8,78.6226,1
51575.5,224.856,1
48445.1,241.727,1
50809.6,127.507,1
47753.9,68.9672,1
51197,183.176,1
50794,135.16,1
53196.8,97.9127,1
48358.5,133.047,1
50096.7,166.854,1
53362.4,45.9624,1
54534.8,189.483,1
3349.5,35.2122,1
51221.1,91.3711,1
51688.3,212.846,1
55012.3,106.05,1
52821.7,58.5624,1
54038.5,102.096,1
55869,55.368,1
61013.7,68.5297,1
60158.8,28.9709,1
58510.6,63.4145,1
50307.2,75.8135,1
38975.1,89.6641,1
49086,301.416,1
50159.5,92.5342,1
49641.9,265.62,1
51928.8,163.591,1
56977.2,100.954,1
47514,59.7474,1
49404.5,235.786,1
48926.9,95.9165,1
54699,86.8519,1
52897.4,252.81,1
50001.2,220.655,1
48825.5,160.45,1
50946.8,30.7038,1
48947.3,132.011,1
53418.3,51.5742,1
48249.4,143.714,1
50206.9,48.3584,1
49276.4,103.912,1
54424.1,114.363,1
55083.4,168.582,1
56884.1,88.7274,1
51697.1,48.9446,1
53811.3,133.172,1
52220.7,94.6136,1
50951.8,187.451,1
48786.4,58.5681,1
53969.6,104.558,1
48194,314.791,1
54412.6,74.7334,1
48376,53.8743,1
51728.9,85.3519,1
50722.7,194.419,1
48163.9,116.813,1
56452.3,95.2979,1
51987.6,139.3,1
66861,24.1431,1
51396.5,265.066,1
49057.8,137.349,1
60002.1,39.8746,1
54023.4,187.282,1
49274.8,74.6336,1
43530.7,144.309,1
52295.8,12.0043,0
52300.5,493.581,1
50327.9,90.5123,1
54070.7,59.0235,1
52512.7,126.79,1
48850.8,110.119,1
49230.2,143.16,1
52409.4,121.22,1
48833.3,252.31,1
10744.1,23.9003,0
60447.1,69.0171,1
51821.9,394.095,1
45781.4,53.1157,1
53072.3,96.6436,1
47875.9,80.5387,1
53854,77.1903,1
49851.4,142.827,1
49496.6,473.866,1
49989.1,599.45,1
50050.3,119.613,1
50340.2,267.216,1
12894,54.6062,1
54724.5,139.412,1
60529.8,88.1846,1
50613.3,374.99,1
49101.5,158.896,1
50200.8,309.442,1
48975.4,125.674,1
51104.3,103.258,1
53146.4,242.333,1
51785.2,251.7,1
51799.3,97.643,1
51608.6,124.054,1
56473.8,131.26,1
53715,45.0704,1
60086.2,56.2938,1
47813.2,103.389,1
63800.3,29.6447,1
58321.8,45.6003,1
68956.2,16.527,1
55461.4,107.096,1
47442.2,89.8354,1
52747,290.94,1
47834.4,297.97,1
42164.8,156.997,1
4245.72,33.5256,1
48453.1,52.7392,1
47917.4,142.744,1
50062.2,331,1
50388.2,219.342,1
54643.3,118.264,1
51458.3,139.998,1
53177.8,109.199,1
47083.6,176.27,1
52767.4,208.682,1
50652.9,190.438,1
50554.3,259.771,1
48610,413.949,1
49674.9,83.3658,1
53587.6,104.367,1
48358.7,52.0408,1
50216.4,179.2,1
49801.5,202.308,1
46220.3,207.796,1
53439,90.9457,1
60164.3,95.0243,1
53866.5,115.905,1
50760.7,62.0191,1
48999.7,132.217,1
56013,78.667,1
49021.2,71.3116,1
49364.5,200.438,1
5848.89,92.0178,1
50888.7,527.689,1
48686.4,145.699,1
51412.7,352.396,1
47055.1,38.4203,1
52371.9,249.877,1
44688.5,109.56,1
49948.4,172.309,1
50845.2,301.67,1
5145.95,44.1464,1
50681,80.303,1
49571.8,119.715,1
54398.4,86.462,1
54824.8,150.922,1
53082.4,97.1055,1
49163.5,242.579,1
49718.7,350.236,1
52435.2,208.507,1
52762.6,82.4302,1
4616.51,112.773,1
45624.2,364.597,1
52312.9,132.413,1
50416.3,109.5,1
8281.81,94.1666,1
51028.6,69.4435,1
53055.4,80.9472,1
51578.2,54.7117,1
50068.1,20.5222,1
54956.5,72.2752,1
52256.7,144.404,1
50996.3,194.935,1
50126.3,262.069,1
52583,154.73,1
40750,83.0904,1
42961.4,357.836,1
50755.4,104.316,1
50625.3,165.072,1
50274.5,244.372,1
59262.5,48.8277,1
49059.5,204.758,1
56138.9,149.206,1
47804.6,125.836,1
52812,226.798,1
61213.5,61.7307,1
51482.7,134.163,1
50823.8,156.79,1
55127.1,72.0558,1
58211.3,59.2431,1
54646.6,202.172,1
51410.5,233.009,1
50134.5,287.164,1
52489.4,166.073,1
48445.8,347.025,1
52990.4,259.315,1
57892.2,141.478,1
51032.2,257.729,1
48242.8,162.149,1
45319.5,181.476,1
48843.2,188.889,1
54391.3,169.409,1
50950.6,233.986,1
53584.9,108.032,1
49297.7,112.13,1
50106,375.114,1
48029.1,57.9761,1
45375.6,480.581,1
50539.6,106.985,1
48425.8,84.303,1
50240.8,70.3259,1
48852.5,75.9925,1
48898,452.199,1
49438.4,304.495,1
53585.9,121.175,1
42474.4,27.5489,1
71415.6,22.8949,1
48854.4,687.481,1
49905.1,572.955,1
50727.4,58.2783,1
53227.5,181.722,1
50940.6,147.381,1
48161.5,365.289,1
49228.5,107.048,1
49547.2,227.112,1
48872.9,190.632,1
47002.6,100.546,1
4657.28,79.4949,1
53682.9,78.9493,1
46475.8,99.607,1
51005.4,313.117,1
53763.2,76.3188,1
48651.1,90.0054,1
48828.6,68.9783,1
50341.1,126.968,1
49976.8,72.8965,1
52884.4,117.855,1
42932.5,62.301,1
55605.1,71.7544,1
52466.7,46.091,1
50899.8,169.471,1
7304.13,123.321,1
49548.5,70.4053,1
58930.7,87.0208,1
51457.3,145.997,1
58772.2,63.7776,1
54780.6,42.3669,1
51146,183.142,1
48852.7,167.998,1
53980.7,239.901,1
2224.25,58.2598,1
49276.7,91.628,1
51142.9,59.666,1
76537.1,17.9402,1
51055.1,87.2493,1
5238.43,41.1579,1
50032.4,170.262,1
50525.2,236.088,1
53888.6,97.2313,1
48015.4,119.267,1
50416.1,218.4,1
50733.6,318.836,1
52139.5,197.008,1
56818.1,83.6392,1
48715.8,296.46,1
49239.1,97.8527,1
49881.3,83.5655,1
53268.7,61.594,1
67667.8,38.9438,0
50529.7,372.34,1
50469.9,155.102,1
50401,284.383,1
67214.3,45.7415,1
48340.6,224.669,1
54278.9,109.66,1
51266.3,163.777,1
51303.3,345.283,1
53346.3,41.5685,1
53018.3,188.492,1
51370.4,83.0333,1
54098.3,125.686,1
49932.6,254.703,1
43144.6,112.512,1
50574,135.894,1
54270.5,155.594,1
45395.4,109.66,1
56495.9,154.376,1
48141.5,77.3585,1
48841.9,740.589,1
50973.8,177.98,1
55088.4,50.6193,1
53405.1,157.095,1
51558,91.9963,1
53190.8,114.511,1
47835.9,38.8793,1
57679.5,124.898,1
64337.8,27.3329,1
50570.5,217.494,1
9938.8,27.8069,1
51784.3,142.187,1
4985.84,101.536,1
36400.1,98.4618,1
49193.9,80.739,1
49574.1,424.336,1
57578,55.7138,1
52451,153.696,1
45483.2,111.96,1
66855.9,16.9808,1
52306.9,268.933,1
47461.8,63.6641,1
49399.9,100.753,1
47443.8,114.309,1
51095.2,202.421,1
51895.1,251.42,1
48170.6,62.5744,1
51714.9,202.514,1
70924.6,31.8412,1
58322.6,81.5938,1
44189,116.97,1
44079.5,156.645,1
49153.3,65.4724,1
51219.1,369.252,1
54375.2,172.118,1
56654.7,64.9561,1
5068.11,181.21,1
50381.3,276.897,1
47801.8,178.683,1
57694.8,59.1087,1
48864.3,360.657,1
53300.2,102.225,1
49902,226.504,1
60634.2,161.387,1
49456,328.178,1
54798.1,139.459,1
48864.8,240.951,1
48929,109.592,1
49469.2,232.793,1
49684.7,113.72,1
51331.1,158.295,1
47867.7,214.257,1
47970.5,63.5877,1
42464,61.0105,1
8854.59,101.559,1
50289.3,106.499,1
9287.29,63.8504,1
51714.5,91.6284,1
52423.4,122.355,1
50469.5,316.733,1
50753.9,261.591,1
48632.4,248.329,1
4078.62,114.543,1
50057.6,212.574,1
51254.3,395.579,1
57885.9,52.0844,1
47814.4,134.888,1
57443.5,113.509,1
44320.4,95.1174,1
49223.6,91.064,1
47887.4,150.004,1
82212.6,18.5192,0
60342.9,40.7413,1
54476.5,106.571,1
51414.7,271.493,1
49117.6,307.175,1
45131.1,270.023,1
53313.8,108.622,1
53371,73.3743,1
60823.2,44.7439,1
53387.8,144.305,1
49703.5,98.3354,1
70497.8,21.858,1
51813.4,478.767,1
52053,186.346,1
49157.4,539.461,1
49702.7,213.363,1
68049.5,30.2755,1
54712,59.936,1
50158.6,194.148,1
49563.5,93.7697,1
52587.6,95.1969,1
35809.3,94.7743,1
50368.1,308.864,1
65403.4,50.9974,1
50137.4,335.123,1
52100.3,115.677,1
49911.9,233.977,1
55251.9,137.401,1
52470.1,95.5693,1
51473.1,96.324,1
51547.1,265.611,1
56056.5,51.2221,1
14503.5,122.893,1
54727,72.0128,1
49438.2,153.14,1
59535.4,52.9289,1
57077.7,141.007,1
50168.9,208.887,1
48550.2,238.3,1
52443.9,178.11,1
49229.3,326.724,1
6492.88,47.4617,1
53175.4,85.9862,1
53254.4,519.144,1
49237.2,140.916,1
53777.2,178.584,1
47995.5,133.715,1
49308.2,332.773,1
5262.88,94.9647,1
56084.5,90.0177,1
51248.6,208.43,1
49430.7,224.525,1
51119.8,365.259,1
9118.98,10.4723,1
51110.7,72.3416,1
52290.4,60.6312,1
51721.9,35.4133,1
55548.4,56.0057,1
50384.3,120.737,1
41006.3,181.37,1
50935,256.426,1
49325.6,250.599,1
50513.5,160.618,1
46999.9,144.102,1
4901.94,74.1171,1
49628.6,303.672,1
48172.9,224.988,1
52639.2,144.713,1
45207.1,102.993,1
49108.6,213.209,1
43587.4,91.7245,1
12189.1,148.926,1
47199.1,70.0187,1
